infected,suceptible,removed
390,4508,152
390,4507,153
390,4507,153
390,4507,153
391,4506,153
390,4506,154
391,4505,154
391,4504,155
391,4504,155
389,4504,157
389,4504,157
387,4504,159
387,4504,159
388,4503,159
388,4503,159
388,4503,159
390,4501,159
390,4501,159
390,4501,159
390,4501,159
388,4501,161
390,4499,161
390,4499,161
390,4499,161
391,4498,161
390,4498,162
391,4497,162
392,4496,162
393,4495,162
393,4495,162
394,4494,162
394,4494,162
394,4494,162
395,4493,162
393,4492,165
393,4492,165
396,4489,165
396,4489,165
396,4489,165
397,4488,165
397,4488,165
397,4488,165
